ID,Name_allTime,Name_night,Name_day,Name_peak,all_h,nightTime_h,dayTime_h,peakTime_h,GA_ID
17559,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,11.0,6.0,3.0,5200
17560,Baoshan,Baoshan,Baoshan,Baoshan,20.0,10.0,7.0,3.0,5201
17561,Pudong New,Baoshan,Pudong New,Pudong New,23.0,12.0,7.0,4.0,5202
17563,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,5203
17567,Shanghai Proper,Jiading,Shanghai Proper,Shanghai Proper,21.0,11.0,7.0,3.0,5204
17569,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5205
17570,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5206
17572,Baoshan,Baoshan,Pudong New,Pudong New,21.0,12.0,6.0,4.0,5207
17575,Minhang,Minhang,Minhang,Minhang,18.0,8.0,7.0,3.0,5208
17576,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,20.0,10.0,6.0,3.0,5209
17577,Shanghai Proper,Jiading,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5210
17578,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,5211
17579,Songjiang,Songjiang,Songjiang,Songjiang,21.0,10.0,7.0,4.0,5212
17580,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5213
17582,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,5214
17583,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5215
17585,Pudong New,Pudong New,Pudong New,Pudong New,22.0,11.0,8.0,4.0,5216
17587,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,11.0,6.0,3.0,5217
17588,Pudong New,Pudong New,Pudong New,Pudong New,21.0,10.0,7.0,4.0,5218
17589,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5219
17590,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5220
17591,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5221
17592,Minhang,Minhang,Shanghai Proper,Minhang,23.0,11.0,7.0,4.0,5222
17593,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,11.0,7.0,3.0,5223
17594,Minhang,Minhang,Minhang,Minhang,17.0,7.0,7.0,3.0,5224
17595,Shanghai Proper,Baoshan,Shanghai Proper,Baoshan,22.0,12.0,7.0,4.0,5225
17597,Minhang,Minhang,Shanghai Proper,Minhang,22.0,11.0,7.0,4.0,5226
17599,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,5227
17600,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,5228
17602,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5229
17603,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5230
17604,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5231
17606,Baoshan,Baoshan,Jiading,Jiading,22.0,11.0,7.0,4.0,5232
17608,Pudong New,Pudong New,Pudong New,Pudong New,20.0,10.0,6.0,3.0,5233
17609,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,7.0,4.0,5234
17611,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5235
17612,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,11.0,5.0,3.0,5236
17613,Minhang,Minhang,Minhang,Minhang,23.0,11.0,8.0,4.0,5237
17615,Jiading,Jiading,Shanghai Proper,Jiading,23.0,12.0,8.0,4.0,5238
17616,Baoshan,Baoshan,Shanghai Proper,Baoshan,21.0,11.0,7.0,3.0,5239
17617,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,5240
17618,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,11.0,7.0,3.0,5241
17620,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5242
17621,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,7.0,4.0,5243
17622,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,7.0,4.0,5244
17623,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,5245
17624,Pudong New,Pudong New,Pudong New,Pudong New,19.0,9.0,7.0,3.0,5246
17625,Minhang,Minhang,Minhang,Minhang,21.0,10.0,7.0,4.0,5247
17626,Minhang,Minhang,Minhang,Minhang,21.0,10.0,8.0,4.0,5248
17627,Baoshan,Baoshan,Shanghai Proper,Baoshan,22.0,11.0,7.0,4.0,5249
17628,Fenxian,Fenxian,Minhang,Fenxian,23.0,12.0,7.0,4.0,5250
17629,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5251
17631,Pudong New,Pudong New,Pudong New,Pudong New,20.0,10.0,6.0,3.0,5252
17633,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,5253
17634,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5254
17635,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,4.0,5255
17636,Shanghai Proper,Shanghai Proper,Shanghai Proper,Pudong New,16.0,8.0,5.0,3.0,5256
17638,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,5257
17639,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,4.0,5258
17641,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,4.0,5259
17643,Jiading,Jiading,Jiading,Jiading,7.0,4.0,2.0,1.0,5260
17646,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,5261
17648,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,3.0,5262
17650,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,7.0,4.0,5263
17651,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,10.0,8.0,4.0,5264
17652,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5265
17654,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,7.0,3.0,2.0,1.0,5266
17655,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5267
17657,Baoshan,Baoshan,Pudong New,Shanghai Proper,20.0,11.0,6.0,3.0,5268
17658,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5269
17659,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5270
17660,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5271
17661,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,5272
17664,Pudong New,Pudong New,Shanghai Proper,Pudong New,23.0,12.0,8.0,4.0,5273
17666,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5274
17667,Pudong New,Pudong New,Pudong New,Pudong New,21.0,11.0,7.0,3.0,5275
17669,Pudong New,Pudong New,Shanghai Proper,Minhang,20.0,11.0,6.0,3.0,5276
17670,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5277
17673,Baoshan,Baoshan,Shanghai Proper,Baoshan,20.0,11.0,6.0,4.0,5278
17675,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5279
17676,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5280
17682,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5281
17684,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,4.0,5282
17689,Minhang,Fenxian,Minhang,Shanghai Proper,22.0,11.0,7.0,3.0,5283
17691,Baoshan,Baoshan,Baoshan,Baoshan,22.0,10.0,7.0,4.0,5284
17692,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,5285
17693,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5286
17694,Jinshan,Jinshan,Minhang,Jinshan,23.0,12.0,8.0,4.0,5287
17695,Jinshan,Jinshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5288
17696,Minhang,Minhang,Minhang,Minhang,20.0,10.0,7.0,4.0,5289
17701,Shanghai Proper,Minhang,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,3.0,5290
17702,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,7.0,4.0,5291
17703,Shanghai Proper,Minhang,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5292
17704,Jinshan,Jinshan,Jinshan,Jinshan,23.0,12.0,7.0,4.0,5293
17706,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5294
17708,Fenxian,Fenxian,Shanghai Proper,Minhang,22.0,11.0,7.0,3.0,5295
17711,Minhang,Minhang,Shanghai Proper,Minhang,23.0,12.0,8.0,4.0,5296
17712,Songjiang,Songjiang,Songjiang,Songjiang,23.0,11.0,8.0,4.0,5297
17714,Minhang,Minhang,Minhang,Minhang,22.0,11.0,8.0,4.0,5298
17715,Jinshan,Jinshan,Shanghai Proper,Songjiang,23.0,12.0,8.0,4.0,5299
17716,Songjiang,Songjiang,Shanghai Proper,Minhang,21.0,10.0,8.0,4.0,5300
17720,Fenxian,Fenxian,Minhang,Minhang,22.0,11.0,7.0,4.0,5301
17721,Minhang,Minhang,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5302
17723,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,5303
17724,Fenxian,Fenxian,Shanghai Proper,Minhang,23.0,12.0,8.0,4.0,5304
17726,Minhang,Minhang,Minhang,Minhang,22.0,11.0,8.0,4.0,5305
17727,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,7.0,4.0,5306
17728,Pudong New,Pudong New,Pudong New,Pudong New,22.0,11.0,7.0,3.0,5307
17730,Shanghai Proper,Shanghai Proper,Shanghai Proper,Minhang,22.0,12.0,7.0,4.0,5308
17731,Shanghai Proper,Shanghai Proper,Shanghai Proper,Baoshan,21.0,11.0,7.0,3.0,5309
17733,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,7.0,4.0,5310
17737,Shanghai Proper,Minhang,Shanghai Proper,Shanghai Proper,22.0,11.0,8.0,4.0,5311
17738,Songjiang,Songjiang,Shanghai Proper,Songjiang,23.0,12.0,7.0,4.0,5312
17739,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,5313
17743,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,7.0,4.0,5314
17744,Jiading,Jiading,Jiading,Jiading,23.0,12.0,7.0,4.0,5315
17745,Shanghai Proper,Baoshan,Shanghai Proper,Baoshan,23.0,11.0,7.0,4.0,5316
17748,Pudong New,Pudong New,Pudong New,Pudong New,22.0,12.0,7.0,4.0,5317
17750,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,19.0,9.0,7.0,4.0,5318
17752,Fenxian,Fenxian,Minhang,Fenxian,19.0,10.0,6.0,3.0,5319
17753,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5320
17756,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5321
17757,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,5322
17758,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,10.0,7.0,4.0,5323
17759,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,19.0,11.0,6.0,3.0,5324
17762,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5325
17763,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5326
17764,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,9.0,7.0,3.0,5327
17765,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5328
17766,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5329
17767,Jiading,Jiading,Shanghai Proper,Jiading,22.0,12.0,7.0,4.0,5330
17768,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,3.0,5331
17770,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,5332
17773,Pudong New,Pudong New,Pudong New,Pudong New,11.0,6.0,4.0,2.0,5333
17774,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5334
17776,Pudong New,Pudong New,Shanghai Proper,Pudong New,19.0,10.0,6.0,3.0,5335
17777,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5336
17779,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5337
17780,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5338
17781,Minhang,Minhang,Shanghai Proper,Shanghai Proper,22.0,11.0,8.0,4.0,5339
17782,Pudong New,Pudong New,Pudong New,Pudong New,23.0,11.0,8.0,4.0,5340
17783,Shanghai Proper,Baoshan,Chongming,Chongming,23.0,12.0,7.0,4.0,5341
17784,Baoshan,Baoshan,Baoshan,Baoshan,21.0,10.0,7.0,3.0,5342
17785,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5343
17786,Baoshan,Baoshan,Shanghai Proper,Baoshan,22.0,10.0,8.0,4.0,5344
17787,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,7.0,4.0,5345
17790,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5346
17791,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,3.0,5347
17792,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5348
17794,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5349
17796,Minhang,Minhang,Minhang,Minhang,22.0,11.0,7.0,4.0,5350
17797,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,7.0,4.0,5351
17798,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5352
17799,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,7.0,4.0,5353
17800,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,10.0,7.0,4.0,5354
17802,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5355
17803,Shanghai Proper,Jiading,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5356
17804,Shanghai Proper,Fenxian,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5357
17805,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,4.0,5358
17810,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5359
17811,Baoshan,Baoshan,Shanghai Proper,Baoshan,21.0,12.0,6.0,3.0,5360
17812,Baoshan,Baoshan,Baoshan,Baoshan,21.0,10.0,8.0,4.0,5361
17813,Fenxian,Fenxian,Fenxian,Fenxian,23.0,12.0,8.0,4.0,5362
17814,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,4.0,5363
17815,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5364
17816,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,5365
17817,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5366
17818,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5367
17819,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,5368
17820,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,5369
17822,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5370
17823,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5371
17825,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,8.0,4.0,5372
17826,Jiading,Jiading,Shanghai Proper,Shanghai Proper,21.0,11.0,7.0,3.0,5373
17827,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5374
17828,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5375
17829,Baoshan,Baoshan,Baoshan,Baoshan,19.0,10.0,6.0,3.0,5376
17830,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,18.0,8.0,7.0,3.0,5377
17831,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,5378
17832,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,5379
17833,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5380
17834,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5381
17835,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,18.0,9.0,6.0,3.0,5382
17836,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5383
17838,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5384
17839,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,5385
17840,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,11.0,7.0,4.0,5386
17841,Jiading,Jiading,Jiading,Jiading,21.0,11.0,7.0,4.0,5387
17843,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,5388
17844,Qingpu,Qingpu,Qingpu,Qingpu,23.0,12.0,8.0,4.0,5389
17845,Baoshan,Baoshan,Shanghai Proper,Baoshan,22.0,11.0,7.0,4.0,5390
17846,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5391
17847,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5392
17849,Baoshan,Baoshan,Shanghai Proper,Baoshan,21.0,10.0,7.0,3.0,5393
17850,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,5394
17851,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5395
17852,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5396
17853,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5397
17854,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5398
17855,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,3.0,5399
17856,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,5400
17857,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,11.0,6.0,3.0,5401
17858,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,5402
17859,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,5403
17860,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,5404
17861,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,10.0,6.0,3.0,5405
17862,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5406
17863,Shanghai Proper,Minhang,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5407
17864,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,3.0,5408
17866,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5409
17867,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,3.0,5410
17869,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5411
17870,Minhang,Minhang,Shanghai Proper,Minhang,23.0,12.0,8.0,4.0,5412
17872,Baoshan,Baoshan,Pudong New,Shanghai Proper,20.0,10.0,6.0,4.0,5413
17876,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5414
17877,Fenxian,Fenxian,Fenxian,Fenxian,23.0,12.0,8.0,4.0,5415
17878,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,3.0,5416
17879,Baoshan,Baoshan,Shanghai Proper,Baoshan,21.0,11.0,6.0,4.0,5417
17880,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5418
17881,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,5419
17884,Fenxian,Fenxian,Minhang,Minhang,23.0,12.0,8.0,4.0,5420
17885,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5421
17886,Pudong New,Pudong New,Shanghai Proper,Pudong New,23.0,12.0,8.0,4.0,5422
17888,Baoshan,Baoshan,Baoshan,Baoshan,22.0,11.0,7.0,4.0,5423
17889,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,5424
17892,Minhang,Shanghai Proper,Minhang,Shanghai Proper,21.0,10.0,7.0,4.0,5425
17893,Minhang,Minhang,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,4.0,5426
17894,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5427
17896,Jinshan,Jinshan,Jinshan,Jinshan,23.0,12.0,7.0,4.0,5428
17897,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,21.0,12.0,6.0,3.0,5429
17898,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,5430
17899,Minhang,Minhang,Minhang,Minhang,17.0,6.0,7.0,3.0,5431
17902,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5432
17903,Minhang,Minhang,Minhang,Minhang,20.0,10.0,6.0,3.0,5433
17904,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5434
17911,Pudong New,Pudong New,Shanghai Proper,Pudong New,22.0,12.0,7.0,3.0,5435
17912,Baoshan,Baoshan,Shanghai Proper,Baoshan,17.0,9.0,5.0,3.0,5436
17914,Fenxian,Fenxian,Minhang,Minhang,23.0,12.0,8.0,4.0,5437
17916,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5438
17917,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,5439
17918,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,8.0,4.0,5440
17919,Baoshan,Baoshan,Shanghai Proper,Baoshan,20.0,10.0,7.0,3.0,5441
17920,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5442
17922,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,5443
17923,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,8.0,3.0,5444
17925,Minhang,Minhang,Minhang,Minhang,21.0,11.0,6.0,3.0,5445
17929,Shanghai Proper,Shanghai Proper,Shanghai Proper,Pudong New,20.0,9.0,8.0,4.0,5446
17930,Minhang,Minhang,Shanghai Proper,Minhang,21.0,11.0,6.0,4.0,5447
17931,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,17.0,8.0,6.0,3.0,5448
17932,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,3.0,5449
17934,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,5450
17937,Chongming,Chongming,Shanghai Proper,Chongming,24.0,12.0,8.0,4.0,5451
17938,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,8.0,3.0,5452
17939,Minhang,Minhang,Minhang,Minhang,18.0,7.0,7.0,4.0,5453
17941,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,7.0,4.0,5454
17943,Pudong New,Pudong New,Pudong New,Pudong New,13.0,6.0,4.0,2.0,5455
17944,Baoshan,Baoshan,Shanghai Proper,Baoshan,21.0,10.0,7.0,4.0,5456
17945,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5457
17946,Shanghai Proper,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,5458
17947,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,18.0,10.0,5.0,3.0,5459
17948,Jinshan,Jinshan,Jinshan,Minhang,21.0,11.0,7.0,3.0,5460
17949,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5461
17950,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,5462
17951,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,11.0,8.0,4.0,5463
17952,Baoshan,Baoshan,Baoshan,Baoshan,23.0,11.0,8.0,4.0,5464
17953,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5465
17954,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,5466
17957,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5467
17958,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,5468
17959,Baoshan,Baoshan,Pudong New,Baoshan,24.0,12.0,8.0,4.0,5469
17960,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,12.0,6.0,4.0,5470
17961,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,10.0,5.0,3.0,5471
